Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Target
-0.9738189233395356,-1.8298167761873814,-1.1095683297482788,2.2690284011662314,0.3741502025834262,1.6246852682868056,-1.1751514571675112,0.03564505185852851,-1.7864353349921664,0.04827073894579429,3
-1.9605730682313391,0.16860880706111253,-1.0854424289119982,-1.4789182922674513,0.3199938187112243,-0.049554162410419475,-0.1204069537300812,-0.0875449980756392,-1.4361142942235121,-1.6941899498076967,4
0.6716562277372968,1.1820245946179377,-1.7011925750994865,2.3590816148950897,-0.5555458563629593,-0.21176525700593504,0.5413973357544617,0.30105217851602006,-0.08842167184054261,-0.27834016499556996,2
-1.7928813989042043,-1.0748057866569962,-2.5786064345955317,0.43079659836553297,-0.17168601079278314,-1.1319227723687142,-0.8573253251770723,0.6079308469218474,-0.4275436550225712,-1.8565842083968067,0
-1.0445692038618037,0.4804042464376358,-0.237677661960068,-1.1332054334204225,0.12996316735423594,-2.4644495087231837,0.3794350295727486,0.9030263525738426,2.4171293308528914,1.582990158255152,3
2.968319553112921,0.14416714397981795,-2.4809517875798015,0.7686951020855333,-1.0133519337010715,-2.440760186466745,0.020925009226380967,-2.097878291098175,-0.17876484896550227,-0.27834288735324864,4
0.20226321963312355,0.43332809789087295,-0.6148666026275197,-2.5205411014908723,-0.35716612998873243,-1.2039836302494507,-0.9663725650902559,0.056817401646226506,-0.041476252454991425,0.24989661417723963,4
5.126230725295588,-1.9209797090066882,-1.6655474727590187,-1.179153210865639,-0.14375147562531967,0.3315156152126322,-1.4808755549138266,2.8867656631076324,-0.08601680222630936,0.9470297727062146,2
-0.2554120764410882,0.4994286609744691,-0.6007667080250283,1.3062205112052554,0.3914275186263539,-1.086505703510888,-0.8077795308674545,-0.9401763531846665,0.5398736524122318,0.6989746728197844,0
-1.6728511405568662,0.09144855745389895,-2.493477121049821,-1.8403769316184229,-0.9657125346791005,-2.207889286082619,-0.6100809252275079,-0.7067845536091797,-0.7652211839649873,0.025200890316625778,4
-1.8714807262402176,1.0851513676921574,0.5210585532114251,-0.46039452675025705,-1.2194743293071602,0.9087435221981105,-0.26901282644080565,-0.9108801881510395,-1.3069232478067758,1.5273643216310493,4
-0.017991995287717666,0.33416296740170476,1.2775646462698664,1.6876020491911081,-0.3216843371298466,-0.875392067431391,-0.7556215851068773,0.6092886749547036,2.788662066726571,1.0207089483240925,0
-1.0700931889556298,-1.216221041199581,-0.9838946977596286,-0.14826688612506533,-0.41525026204330456,0.3084048762248028,0.5034042606058374,1.5215226901537746,-0.31244700884639864,0.7098161536238048,0
-3.3050669116349867,-1.2553053094303053,-0.1704899984790711,2.8389511181064693,0.587933258253907,1.570308269932583,0.9628750112612935,2.5513893945312356,0.48580278921129505,-0.17921993181440737,1
1.3361908294444425,-1.2980318697320476,-0.3603702148173117,0.6464546512889102,0.2361981205364237,-1.950758246667068,-0.5303232934268785,-0.26227005898627875,1.8614934190046393,-0.1682838166892924,2
1.9512623367936621,-1.0675150211907498,2.3376240980157426,0.0483960504111709,1.650809518595704,1.2217216804278574,0.043516906827322545,-0.26468612554408133,0.5157770933552264,1.0023421417503648,1
-0.6893283257936191,0.9854187797952553,-0.0220382865483999,2.4563563630168734,0.5720338940794761,-2.219642132741014,0.4368819542156063,0.22722467521915013,3.1709240539250545,0.7167772939802787,4
2.3416656787666463,-1.0443988484578126,-0.6527645027447437,1.1678444923141784,0.6940059055983208,-3.126961207488721,0.8893417574766387,-0.944495317705818,2.6828350739520137,0.4624807526084756,3
